,popularity,year,variable,value
10047,59,2000,R&B,1.0
10048,64,2000,R&B,1.0
10049,52,2004,R&B,1.0
10050,47,2001,R&B,1.0
10052,55,2000,R&B,1.0
10053,60,1999,R&B,1.0
10055,59,1999,R&B,1.0
10056,65,2000,R&B,1.0
10057,63,1999,R&B,1.0
10062,0,2011,R&B,1.0
10063,60,2000,R&B,1.0
10067,55,2000,R&B,1.0
10068,70,2000,R&B,1.0
10070,55,2000,R&B,1.0
10075,70,1999,R&B,1.0
10078,52,2000,R&B,1.0
10081,57,1999,R&B,1.0
10085,65,2001,R&B,1.0
10087,54,2000,R&B,1.0
10090,60,2001,R&B,1.0
10094,65,2000,R&B,1.0
10099,68,2000,R&B,1.0
10101,70,2001,R&B,1.0
10110,71,2001,R&B,1.0
10113,57,2001,R&B,1.0
10114,76,2001,R&B,1.0
10120,57,2001,R&B,1.0
10122,43,2001,R&B,1.0
10124,64,2001,R&B,1.0
10125,73,2001,R&B,1.0
10126,0,2001,R&B,1.0
10127,50,2002,R&B,1.0
10132,42,2001,R&B,1.0
10134,57,2000,R&B,1.0
10136,57,2001,R&B,1.0
10137,68,2001,R&B,1.0
10139,60,2001,R&B,1.0
10143,48,2000,R&B,1.0
10144,61,2001,R&B,1.0
10145,67,2001,R&B,1.0
10147,55,2001,R&B,1.0
10148,63,2001,R&B,1.0
10154,26,2016,R&B,1.0
10158,67,2001,R&B,1.0
10161,60,2000,R&B,1.0
10165,56,2000,R&B,1.0
10170,64,2001,R&B,1.0
10172,56,2001,R&B,1.0
10176,65,2001,R&B,1.0
10178,64,2001,R&B,1.0
10179,65,2001,R&B,1.0
10181,66,2001,R&B,1.0
10182,0,2000,R&B,1.0
10187,60,2001,R&B,1.0
10188,75,2000,R&B,1.0
10192,69,2001,R&B,1.0
10194,30,2019,R&B,1.0
10196,56,2000,R&B,1.0
10197,65,2001,R&B,1.0
10200,77,2002,R&B,1.0
10207,58,2002,R&B,1.0
10211,60,2001,R&B,1.0
10213,53,2002,R&B,1.0
10217,0,2019,R&B,1.0
10219,59,2002,R&B,1.0
10221,43,2002,R&B,1.0
10225,49,2001,R&B,1.0
10226,42,2002,R&B,1.0
10227,52,2002,R&B,1.0
10232,58,2002,R&B,1.0
10234,59,2015,R&B,1.0
10235,64,2002,R&B,1.0
10237,75,2002,R&B,1.0
10240,49,2002,R&B,1.0
10241,45,2002,R&B,1.0
10246,2,2002,R&B,1.0
10248,58,2002,R&B,1.0
10250,53,2001,R&B,1.0
10258,55,2002,R&B,1.0
10261,32,2001,R&B,1.0
10264,61,2002,R&B,1.0
10267,52,2001,R&B,1.0
10270,70,2002,R&B,1.0
10274,73,2001,R&B,1.0
10275,70,2002,R&B,1.0
10286,59,2001,R&B,1.0
10303,76,2003,R&B,1.0
10306,70,2002,R&B,1.0
10319,57,2003,R&B,1.0
10320,59,2002,R&B,1.0
10323,62,2003,R&B,1.0
10324,73,2003,R&B,1.0
10325,36,2002,R&B,1.0
10332,63,2003,R&B,1.0
10333,47,2019,R&B,1.0
10337,50,2003,R&B,1.0
10339,58,2008,R&B,1.0
10340,61,2003,R&B,1.0
10342,52,2016,R&B,1.0
10346,58,2003,R&B,1.0
10349,69,2003,R&B,1.0
10351,48,2003,R&B,1.0
10352,48,2003,R&B,1.0
10354,61,2002,R&B,1.0
10355,57,2002,R&B,1.0
10359,49,2003,R&B,1.0
10361,57,2002,R&B,1.0
10362,59,2003,R&B,1.0
10368,60,2002,R&B,1.0
10372,48,2003,R&B,1.0
10375,54,2002,R&B,1.0
10376,70,2002,R&B,1.0
10377,65,2003,R&B,1.0
10381,55,2002,R&B,1.0
10382,60,2002,R&B,1.0
10383,64,2003,R&B,1.0
10386,61,2003,R&B,1.0
10387,61,2003,R&B,1.0
10388,47,2003,R&B,1.0
10389,61,2002,R&B,1.0
10392,67,2003,R&B,1.0
10396,63,2003,R&B,1.0
10400,81,2004,R&B,1.0
10411,60,2004,R&B,1.0
10412,56,2004,R&B,1.0
10415,63,2003,R&B,1.0
10420,42,2004,R&B,1.0
10422,61,2004,R&B,1.0
10424,67,2004,R&B,1.0
10425,63,2003,R&B,1.0
10426,56,2004,R&B,1.0
10430,67,2004,R&B,1.0
10431,73,2003,R&B,1.0
10440,68,2003,R&B,1.0
10442,49,2005,R&B,1.0
10443,45,2004,R&B,1.0
10444,56,2003,R&B,1.0
10446,58,2003,R&B,1.0
10453,61,2003,R&B,1.0
10457,66,2004,R&B,1.0
10467,57,2004,R&B,1.0
10468,46,2004,R&B,1.0
10471,72,2004,R&B,1.0
10473,57,2003,R&B,1.0
10475,55,2003,R&B,1.0
10482,62,2003,R&B,1.0
10485,56,2004,R&B,1.0
10487,76,2004,R&B,1.0
10488,59,2004,R&B,1.0
10494,57,2003,R&B,1.0
10499,61,2003,R&B,1.0
10500,69,2005,R&B,1.0
10501,72,2004,R&B,1.0
10503,77,2005,R&B,1.0
10507,72,2005,R&B,1.0
10515,68,2004,R&B,1.0
10520,71,2005,R&B,1.0
10521,0,2005,R&B,1.0
10523,61,2004,R&B,1.0
10525,4,2005,R&B,1.0
10526,65,2005,R&B,1.0
10533,64,2005,R&B,1.0
10543,67,2005,R&B,1.0
10546,65,2005,R&B,1.0
10548,63,2005,R&B,1.0
10552,63,2004,R&B,1.0
10553,52,2005,R&B,1.0
10554,52,2008,R&B,1.0
10558,69,2004,R&B,1.0
10559,59,2005,R&B,1.0
10561,50,2003,R&B,1.0
10563,56,2005,R&B,1.0
10566,0,2005,R&B,1.0
10569,66,2005,R&B,1.0
10571,59,2004,R&B,1.0
10574,62,2005,R&B,1.0
10578,62,2005,R&B,1.0
10580,61,2004,R&B,1.0
10581,71,2004,R&B,1.0
10584,0,2005,R&B,1.0
10585,58,2004,R&B,1.0
10586,67,2005,R&B,1.0
10590,61,2004,R&B,1.0
10593,55,2004,R&B,1.0
10594,71,2004,R&B,1.0
10598,59,2004,R&B,1.0
10603,70,2007,R&B,1.0
10604,71,2006,R&B,1.0
10605,73,2006,R&B,1.0
10606,74,2006,R&B,1.0
10617,68,2005,R&B,1.0
10618,59,2006,R&B,1.0
10620,65,2006,R&B,1.0
10622,63,2005,R&B,1.0
10624,73,2006,R&B,1.0
10626,57,2005,R&B,1.0
10634,60,2005,R&B,1.0
10636,57,2006,R&B,1.0
10639,42,2006,R&B,1.0
10640,57,2007,R&B,1.0
10643,50,2006,R&B,1.0
10646,69,2005,R&B,1.0
10648,70,2006,R&B,1.0
10652,62,2006,R&B,1.0
10655,57,2007,R&B,1.0
10662,45,2006,R&B,1.0
10663,72,2005,R&B,1.0
10665,67,2006,R&B,1.0
10666,48,2006,R&B,1.0
10667,64,2005,R&B,1.0
10669,63,2006,R&B,1.0
10673,75,2006,R&B,1.0
10678,67,2005,R&B,1.0
10685,0,2005,R&B,1.0
10689,64,2006,R&B,1.0
10696,49,2006,R&B,1.0
10697,69,2005,R&B,1.0
10700,75,2007,R&B,1.0
10701,81,2008,R&B,1.0
10703,76,2006,R&B,1.0
10707,71,2006,R&B,1.0
10708,80,2007,R&B,1.0
10714,70,2007,R&B,1.0
10718,68,2006,R&B,1.0
10720,64,2007,R&B,1.0
10726,69,2008,R&B,1.0
10727,62,2007,R&B,1.0
10731,60,2007,R&B,1.0
10732,68,2007,R&B,1.0
10737,62,2007,R&B,1.0
10742,64,2006,R&B,1.0
10746,66,2007,R&B,1.0
10748,74,2007,R&B,1.0
10751,70,2007,R&B,1.0
10753,3,2007,R&B,1.0
10755,63,2006,R&B,1.0
10756,57,2006,R&B,1.0
10757,57,2007,R&B,1.0
10762,76,2006,R&B,1.0
10763,58,2007,R&B,1.0
10764,56,2006,R&B,1.0
10774,61,2007,R&B,1.0
10777,57,2006,R&B,1.0
10782,78,2007,R&B,1.0
10787,2,2007,R&B,1.0
10797,64,2007,R&B,1.0
10802,74,2008,R&B,1.0
10803,77,2007,R&B,1.0
10804,74,2007,R&B,1.0
10805,71,2008,R&B,1.0
10806,70,2007,R&B,1.0
10807,66,2008,R&B,1.0
10808,75,2008,R&B,1.0
10811,76,2008,R&B,1.0
10819,77,2008,R&B,1.0
10824,34,2010,R&B,1.0
10827,72,2008,R&B,1.0
10832,65,2008,R&B,1.0
10834,61,2008,R&B,1.0
10837,68,2007,R&B,1.0
10841,56,2008,R&B,1.0
10843,66,2007,R&B,1.0
10844,64,2008,R&B,1.0
10845,65,2008,R&B,1.0
10849,78,2008,R&B,1.0
10853,57,2008,R&B,1.0
10860,0,2008,R&B,1.0
10865,62,2007,R&B,1.0
10867,71,2008,R&B,1.0
10871,61,2008,R&B,1.0
10872,70,2008,R&B,1.0
10873,62,2007,R&B,1.0
10876,62,2007,R&B,1.0
10879,64,2007,R&B,1.0
10880,56,2007,R&B,1.0
10884,69,2008,R&B,1.0
10886,58,2007,R&B,1.0
10888,54,2007,R&B,1.0
10890,1,2008,R&B,1.0
10891,60,2008,R&B,1.0
10892,55,2008,R&B,1.0
10895,74,2008,R&B,1.0
10896,1,2008,R&B,1.0
10897,67,2007,R&B,1.0
10898,58,2006,R&B,1.0
10899,0,2008,R&B,1.0
10902,74,2008,R&B,1.0
10917,66,2009,R&B,1.0
10918,48,2008,R&B,1.0
10925,67,2009,R&B,1.0
10934,58,2009,R&B,1.0
10935,64,2009,R&B,1.0
10938,3,2009,R&B,1.0
10939,41,2008,R&B,1.0
10950,64,2008,R&B,1.0
10953,51,2009,R&B,1.0
10954,73,2009,R&B,1.0
10958,59,2009,R&B,1.0
10962,71,2009,R&B,1.0
10970,65,2008,R&B,1.0
10974,70,2008,R&B,1.0
10977,67,2008,R&B,1.0
10979,62,2009,R&B,1.0
10986,54,2010,R&B,1.0
10987,56,2009,R&B,1.0
10989,57,2009,R&B,1.0
10990,64,2008,R&B,1.0
10992,57,2009,R&B,1.0
10997,68,2009,R&B,1.0
11007,73,2010,R&B,1.0
11015,67,2009,R&B,1.0
11016,69,2009,R&B,1.0
11024,74,2009,R&B,1.0
11025,57,2010,R&B,1.0
11028,59,2011,R&B,1.0
11030,68,2011,R&B,1.0
11031,79,2010,R&B,1.0
11034,74,2010,R&B,1.0
11042,55,2009,R&B,1.0
11045,0,2010,R&B,1.0
11046,68,2009,R&B,1.0
11049,73,2010,R&B,1.0
11051,3,2009,R&B,1.0
11052,68,2010,R&B,1.0
11062,1,2010,R&B,1.0
11065,73,2010,R&B,1.0
11066,66,2010,R&B,1.0
11067,35,2010,R&B,1.0
11069,54,2009,R&B,1.0
11071,57,2010,R&B,1.0
11075,2,2009,R&B,1.0
11076,60,2010,R&B,1.0
11081,56,2010,R&B,1.0
11091,71,2009,R&B,1.0
11100,2,2011,R&B,1.0
11108,79,2011,R&B,1.0
11109,73,2010,R&B,1.0
11113,67,2010,R&B,1.0
11126,72,2010,R&B,1.0
11141,2,2011,R&B,1.0
11145,71,2011,R&B,1.0
11149,65,2011,R&B,1.0
11150,75,2011,R&B,1.0
11153,69,2011,R&B,1.0
11156,78,2010,R&B,1.0
11157,69,2010,R&B,1.0
11158,66,2010,R&B,1.0
11159,53,2019,R&B,1.0
11172,74,2011,R&B,1.0
11180,64,2011,R&B,1.0
11182,4,2011,R&B,1.0
11184,67,2010,R&B,1.0
11192,69,2011,R&B,1.0
11200,75,2011,R&B,1.0
11206,74,2012,R&B,1.0
11208,71,2011,R&B,1.0
11224,66,2012,R&B,1.0
11230,75,2012,R&B,1.0
11237,0,2014,R&B,1.0
11245,0,2012,R&B,1.0
11247,0,2011,R&B,1.0
11249,64,2012,R&B,1.0
11250,64,2012,R&B,1.0
11278,65,2012,R&B,1.0
11287,62,2012,R&B,1.0
11288,74,2011,R&B,1.0
11289,74,2011,R&B,1.0
11294,69,2012,R&B,1.0
11296,75,2011,R&B,1.0
11301,55,2013,R&B,1.0
11361,61,2013,R&B,1.0
11362,64,2013,R&B,1.0
11363,65,2013,R&B,1.0
11375,57,2013,R&B,1.0
11378,0,2013,R&B,1.0
11388,72,2013,R&B,1.0
11396,76,2012,R&B,1.0
11408,84,2013,R&B,1.0
11419,71,2014,R&B,1.0
11422,62,2015,R&B,1.0
11427,74,2015,R&B,1.0
11444,80,2014,R&B,1.0
11450,72,2014,R&B,1.0
11485,55,2014,R&B,1.0
11489,70,2014,R&B,1.0
11493,67,2014,R&B,1.0
11505,76,2014,R&B,1.0
11511,84,2015,R&B,1.0
11523,62,2015,R&B,1.0
11536,0,2015,R&B,1.0
11539,73,2015,R&B,1.0
11547,72,2015,R&B,1.0
11550,71,2015,R&B,1.0
11554,69,2014,R&B,1.0
11557,77,2015,R&B,1.0
11558,77,2016,R&B,1.0
11563,79,2015,R&B,1.0
11564,55,2015,R&B,1.0
11573,0,2015,R&B,1.0
11579,0,2015,R&B,1.0
11586,78,2015,R&B,1.0
11588,71,2015,R&B,1.0
11600,0,2016,R&B,1.0
11601,84,2016,R&B,1.0
11604,1,2015,R&B,1.0
11609,75,2016,R&B,1.0
11613,86,2015,R&B,1.0
11636,80,2016,R&B,1.0
11652,0,2016,R&B,1.0
11655,73,2016,R&B,1.0
11658,69,2016,R&B,1.0
11666,63,2016,R&B,1.0
11668,66,2016,R&B,1.0
11671,72,2015,R&B,1.0
11677,0,2016,R&B,1.0
11679,78,2015,R&B,1.0
11686,62,2016,R&B,1.0
11693,76,2015,R&B,1.0
11695,67,2016,R&B,1.0
11698,79,2016,R&B,1.0
11699,74,2016,R&B,1.0
11744,76,2017,R&B,1.0
11766,67,2017,R&B,1.0
11781,0,2017,R&B,1.0
11784,76,2016,R&B,1.0
11791,78,2016,R&B,1.0
11800,81,2018,R&B,1.0
11818,69,2018,R&B,1.0
11822,77,2018,R&B,1.0
11824,80,2018,R&B,1.0
11869,75,2018,R&B,1.0
11878,72,2018,R&B,1.0
11886,68,2018,R&B,1.0
11896,73,2018,R&B,1.0
11897,77,2018,R&B,1.0
11926,71,2019,R&B,1.0
11938,76,2019,R&B,1.0
11965,70,2018,R&B,1.0
11979,69,2019,R&B,1.0
11982,74,2019,R&B,1.0
11992,71,2019,R&B,1.0
12009,77,2001,Dance/Electronic,1.0
12014,61,1999,Dance/Electronic,1.0
12024,54,1999,Dance/Electronic,1.0
12026,69,2001,Dance/Electronic,1.0
12028,54,2000,Dance/Electronic,1.0
12029,47,2016,Dance/Electronic,1.0
12036,55,2000,Dance/Electronic,1.0
12060,58,2010,Dance/Electronic,1.0
12074,56,1999,Dance/Electronic,1.0
12103,73,2001,Dance/Electronic,1.0
12112,62,2001,Dance/Electronic,1.0
12115,53,2015,Dance/Electronic,1.0
12118,54,2006,Dance/Electronic,1.0
12129,76,2001,Dance/Electronic,1.0
12131,50,2001,Dance/Electronic,1.0
12140,50,2000,Dance/Electronic,1.0
12150,54,2001,Dance/Electronic,1.0
12163,61,2001,Dance/Electronic,1.0
12164,46,2004,Dance/Electronic,1.0
12171,53,2000,Dance/Electronic,1.0
12175,0,2018,Dance/Electronic,1.0
12180,54,2001,Dance/Electronic,1.0
12183,51,2001,Dance/Electronic,1.0
12185,0,2001,Dance/Electronic,1.0
12218,54,2002,Dance/Electronic,1.0
12224,46,2013,Dance/Electronic,1.0
12231,47,2013,Dance/Electronic,1.0
12236,55,2000,Dance/Electronic,1.0
12242,48,2002,Dance/Electronic,1.0
12252,55,2001,Dance/Electronic,1.0
12259,62,2002,Dance/Electronic,1.0
12309,66,2003,Dance/Electronic,1.0
12312,59,2004,Dance/Electronic,1.0
12341,58,2003,Dance/Electronic,1.0
12343,57,2003,Dance/Electronic,1.0
12356,60,2003,Dance/Electronic,1.0
12357,59,2003,Dance/Electronic,1.0
12364,38,2003,Dance/Electronic,1.0
12423,72,2004,Dance/Electronic,1.0
12425,63,2003,Dance/Electronic,1.0
12440,68,2003,Dance/Electronic,1.0
12449,65,2004,Dance/Electronic,1.0
12451,0,2003,Dance/Electronic,1.0
12456,47,2004,Dance/Electronic,1.0
12473,57,2003,Dance/Electronic,1.0
12474,43,2004,Dance/Electronic,1.0
12489,59,2004,Dance/Electronic,1.0
12490,58,2004,Dance/Electronic,1.0
12493,59,2004,Dance/Electronic,1.0
12516,63,2005,Dance/Electronic,1.0
12532,54,2005,Dance/Electronic,1.0
12609,69,2006,Dance/Electronic,1.0
12615,39,2015,Dance/Electronic,1.0
12628,40,2006,Dance/Electronic,1.0
12637,0,2011,Dance/Electronic,1.0
12643,50,2006,Dance/Electronic,1.0
12644,49,2005,Dance/Electronic,1.0
12647,49,2012,Dance/Electronic,1.0
12672,63,2006,Dance/Electronic,1.0
12711,73,2007,Dance/Electronic,1.0
12712,65,2007,Dance/Electronic,1.0
12716,0,2007,Dance/Electronic,1.0
12717,0,2015,Dance/Electronic,1.0
12745,57,2007,Dance/Electronic,1.0
12766,59,2017,Dance/Electronic,1.0
12767,36,2005,Dance/Electronic,1.0
12786,52,2006,Dance/Electronic,1.0
12797,64,2007,Dance/Electronic,1.0
12810,65,2007,Dance/Electronic,1.0
12823,65,2008,Dance/Electronic,1.0
12840,68,2011,Dance/Electronic,1.0
12851,57,2008,Dance/Electronic,1.0
12859,47,2007,Dance/Electronic,1.0
12862,55,2007,Dance/Electronic,1.0
12866,59,2008,Dance/Electronic,1.0
12868,53,2008,Dance/Electronic,1.0
12869,55,2008,Dance/Electronic,1.0
12870,51,2008,Dance/Electronic,1.0
12886,58,2007,Dance/Electronic,1.0
12903,75,2010,Dance/Electronic,1.0
12910,57,2009,Dance/Electronic,1.0
12919,65,2009,Dance/Electronic,1.0
12926,63,2009,Dance/Electronic,1.0
12933,38,2011,Dance/Electronic,1.0
12940,69,2010,Dance/Electronic,1.0
12941,65,2009,Dance/Electronic,1.0
12945,59,2009,Dance/Electronic,1.0
12946,54,2009,Dance/Electronic,1.0
12955,63,2009,Dance/Electronic,1.0
12957,58,2005,Dance/Electronic,1.0
12963,77,2008,Dance/Electronic,1.0
12964,65,2009,Dance/Electronic,1.0
12966,71,2009,Dance/Electronic,1.0
12968,55,2009,Dance/Electronic,1.0
12971,59,2009,Dance/Electronic,1.0
12976,60,2011,Dance/Electronic,1.0
13004,80,2010,Dance/Electronic,1.0
13005,76,2010,Dance/Electronic,1.0
13009,68,2010,Dance/Electronic,1.0
13012,62,2010,Dance/Electronic,1.0
13013,46,2010,Dance/Electronic,1.0
13017,63,2010,Dance/Electronic,1.0
13021,47,2009,Dance/Electronic,1.0
13029,63,2010,Dance/Electronic,1.0
13036,57,2010,Dance/Electronic,1.0
13039,75,2010,Dance/Electronic,1.0
13041,1,2010,Dance/Electronic,1.0
13043,53,2010,Dance/Electronic,1.0
13048,0,2010,Dance/Electronic,1.0
13056,54,2010,Dance/Electronic,1.0
13059,61,2010,Dance/Electronic,1.0
13072,63,2010,Dance/Electronic,1.0
13073,62,2010,Dance/Electronic,1.0
13074,61,2010,Dance/Electronic,1.0
13078,18,2010,Dance/Electronic,1.0
13079,69,2010,Dance/Electronic,1.0
13080,54,2010,Dance/Electronic,1.0
13097,0,2010,Dance/Electronic,1.0
13102,73,2011,Dance/Electronic,1.0
13106,0,2011,Dance/Electronic,1.0
13107,71,2010,Dance/Electronic,1.0
13110,69,2010,Dance/Electronic,1.0
13114,42,2011,Dance/Electronic,1.0
13116,72,2012,Dance/Electronic,1.0
13117,51,2011,Dance/Electronic,1.0
13119,79,2011,Dance/Electronic,1.0
13127,49,2011,Dance/Electronic,1.0
13128,61,2011,Dance/Electronic,1.0
13129,67,2011,Dance/Electronic,1.0
13130,70,2011,Dance/Electronic,1.0
13132,55,2012,Dance/Electronic,1.0
13135,76,2011,Dance/Electronic,1.0
13147,77,2011,Dance/Electronic,1.0
13148,71,2010,Dance/Electronic,1.0
13151,62,2011,Dance/Electronic,1.0
13154,65,2011,Dance/Electronic,1.0
13161,39,2011,Dance/Electronic,1.0
13162,60,2011,Dance/Electronic,1.0
13163,48,2011,Dance/Electronic,1.0
13164,76,2011,Dance/Electronic,1.0
13169,62,2012,Dance/Electronic,1.0
13170,70,2012,Dance/Electronic,1.0
13201,78,2012,Dance/Electronic,1.0
13205,52,2012,Dance/Electronic,1.0
13207,65,2012,Dance/Electronic,1.0
13211,70,2011,Dance/Electronic,1.0
13212,69,2012,Dance/Electronic,1.0
13215,66,2012,Dance/Electronic,1.0
13218,78,2012,Dance/Electronic,1.0
13220,58,2012,Dance/Electronic,1.0
13221,67,2011,Dance/Electronic,1.0
13223,78,2012,Dance/Electronic,1.0
13225,0,2012,Dance/Electronic,1.0
13228,77,2011,Dance/Electronic,1.0
13236,68,2011,Dance/Electronic,1.0
13241,0,2012,Dance/Electronic,1.0
13242,51,2012,Dance/Electronic,1.0
13244,79,2012,Dance/Electronic,1.0
13246,0,2012,Dance/Electronic,1.0
13251,66,2012,Dance/Electronic,1.0
13253,76,2012,Dance/Electronic,1.0
13254,50,2012,Dance/Electronic,1.0
13256,79,2012,Dance/Electronic,1.0
13264,46,2012,Dance/Electronic,1.0
13267,0,2012,Dance/Electronic,1.0
13270,53,2012,Dance/Electronic,1.0
13275,0,2012,Dance/Electronic,1.0
13277,62,2012,Dance/Electronic,1.0
13279,63,2010,Dance/Electronic,1.0
13281,74,2013,Dance/Electronic,1.0
13291,48,2012,Dance/Electronic,1.0
13292,64,2013,Dance/Electronic,1.0
13299,67,2011,Dance/Electronic,1.0
13300,77,2013,Dance/Electronic,1.0
13303,6,2013,Dance/Electronic,1.0
13306,83,2013,Dance/Electronic,1.0
13309,1,2013,Dance/Electronic,1.0
13310,58,2013,Dance/Electronic,1.0
13313,69,2012,Dance/Electronic,1.0
13318,0,2013,Dance/Electronic,1.0
13323,68,2013,Dance/Electronic,1.0
13332,54,2013,Dance/Electronic,1.0
13337,68,2013,Dance/Electronic,1.0
13339,0,2013,Dance/Electronic,1.0
13340,68,2012,Dance/Electronic,1.0
13345,66,2013,Dance/Electronic,1.0
13346,68,2014,Dance/Electronic,1.0
13347,61,2012,Dance/Electronic,1.0
13351,70,2014,Dance/Electronic,1.0
13352,57,2013,Dance/Electronic,1.0
13353,70,2012,Dance/Electronic,1.0
13356,27,2013,Dance/Electronic,1.0
13358,0,2014,Dance/Electronic,1.0
13359,71,2012,Dance/Electronic,1.0
13366,59,2012,Dance/Electronic,1.0
13369,65,2012,Dance/Electronic,1.0
13372,61,2013,Dance/Electronic,1.0
13376,0,2012,Dance/Electronic,1.0
13379,69,2013,Dance/Electronic,1.0
13380,66,2013,Dance/Electronic,1.0
13409,49,2014,Dance/Electronic,1.0
13411,50,2014,Dance/Electronic,1.0
13413,74,2014,Dance/Electronic,1.0
13414,67,2014,Dance/Electronic,1.0
13415,69,2014,Dance/Electronic,1.0
13418,45,2014,Dance/Electronic,1.0
13419,71,2014,Dance/Electronic,1.0
13420,72,2014,Dance/Electronic,1.0
13423,72,2014,Dance/Electronic,1.0
13429,75,2014,Dance/Electronic,1.0
13430,70,2013,Dance/Electronic,1.0
13434,21,2014,Dance/Electronic,1.0
13438,62,2014,Dance/Electronic,1.0
13439,0,2014,Dance/Electronic,1.0
13440,76,2013,Dance/Electronic,1.0
13442,50,2013,Dance/Electronic,1.0
13443,2,2014,Dance/Electronic,1.0
13444,80,2014,Dance/Electronic,1.0
13445,64,2014,Dance/Electronic,1.0
13446,70,2014,Dance/Electronic,1.0
13449,66,2014,Dance/Electronic,1.0
13452,0,2014,Dance/Electronic,1.0
13453,48,2014,Dance/Electronic,1.0
13458,2,2013,Dance/Electronic,1.0
13460,67,2014,Dance/Electronic,1.0
13461,61,2014,Dance/Electronic,1.0
13464,74,2013,Dance/Electronic,1.0
13466,49,2014,Dance/Electronic,1.0
13468,0,2013,Dance/Electronic,1.0
13470,65,2014,Dance/Electronic,1.0
13476,52,2014,Dance/Electronic,1.0
13477,0,2014,Dance/Electronic,1.0
13480,72,2014,Dance/Electronic,1.0
13481,63,2014,Dance/Electronic,1.0
13491,63,2014,Dance/Electronic,1.0
13494,0,2014,Dance/Electronic,1.0
13495,0,2014,Dance/Electronic,1.0
13504,73,2015,Dance/Electronic,1.0
13506,78,2015,Dance/Electronic,1.0
13507,78,2014,Dance/Electronic,1.0
13508,75,2014,Dance/Electronic,1.0
13513,66,2015,Dance/Electronic,1.0
13514,85,2014,Dance/Electronic,1.0
13515,69,2014,Dance/Electronic,1.0
13520,76,2015,Dance/Electronic,1.0
13521,76,2015,Dance/Electronic,1.0
13522,65,2014,Dance/Electronic,1.0
13526,33,2014,Dance/Electronic,1.0
13531,49,2015,Dance/Electronic,1.0
13532,48,2015,Dance/Electronic,1.0
13533,79,2015,Dance/Electronic,1.0
13534,72,2018,Dance/Electronic,1.0
13538,74,2015,Dance/Electronic,1.0
13540,0,2015,Dance/Electronic,1.0
13542,73,2015,Dance/Electronic,1.0
13543,0,2015,Dance/Electronic,1.0
13553,66,2014,Dance/Electronic,1.0
13556,73,2017,Dance/Electronic,1.0
13567,74,2016,Dance/Electronic,1.0
13575,47,2015,Dance/Electronic,1.0
13578,76,2016,Dance/Electronic,1.0
13580,71,2015,Dance/Electronic,1.0
13584,74,2015,Dance/Electronic,1.0
13585,0,2015,Dance/Electronic,1.0
13589,0,2015,Dance/Electronic,1.0
13590,67,2015,Dance/Electronic,1.0
13592,66,2018,Dance/Electronic,1.0
13597,55,2015,Dance/Electronic,1.0
13603,83,2016,Dance/Electronic,1.0
13606,72,2016,Dance/Electronic,1.0
13613,86,2015,Dance/Electronic,1.0
13616,68,2016,Dance/Electronic,1.0
13617,0,2016,Dance/Electronic,1.0
13621,67,2016,Dance/Electronic,1.0
13622,79,2016,Dance/Electronic,1.0
13623,62,2016,Dance/Electronic,1.0
13624,51,2016,Dance/Electronic,1.0
13626,0,2016,Dance/Electronic,1.0
13629,76,2016,Dance/Electronic,1.0
13630,78,2018,Dance/Electronic,1.0
13631,0,2016,Dance/Electronic,1.0
13632,81,2016,Dance/Electronic,1.0
13633,79,2016,Dance/Electronic,1.0
13634,77,2016,Dance/Electronic,1.0
13638,71,2016,Dance/Electronic,1.0
13641,74,2016,Dance/Electronic,1.0
13646,57,2016,Dance/Electronic,1.0
13648,0,2016,Dance/Electronic,1.0
13650,45,2015,Dance/Electronic,1.0
13651,70,2016,Dance/Electronic,1.0
13657,0,2016,Dance/Electronic,1.0
13661,55,2016,Dance/Electronic,1.0
13662,51,2016,Dance/Electronic,1.0
13663,55,2015,Dance/Electronic,1.0
13664,0,2016,Dance/Electronic,1.0
13667,59,2016,Dance/Electronic,1.0
13669,0,2016,Dance/Electronic,1.0
13670,46,2015,Dance/Electronic,1.0
13674,0,2016,Dance/Electronic,1.0
13675,0,2016,Dance/Electronic,1.0
13676,73,2015,Dance/Electronic,1.0
13680,63,2016,Dance/Electronic,1.0
13681,60,2016,Dance/Electronic,1.0
13682,1,2015,Dance/Electronic,1.0
13683,0,2016,Dance/Electronic,1.0
13690,1,2016,Dance/Electronic,1.0
13692,53,2016,Dance/Electronic,1.0
13694,66,2016,Dance/Electronic,1.0
13704,75,2016,Dance/Electronic,1.0
13708,83,2017,Dance/Electronic,1.0
13711,83,2016,Dance/Electronic,1.0
13712,84,2017,Dance/Electronic,1.0
13721,0,2017,Dance/Electronic,1.0
13722,77,2017,Dance/Electronic,1.0
13724,1,2016,Dance/Electronic,1.0
13726,67,2017,Dance/Electronic,1.0
13727,0,2017,Dance/Electronic,1.0
13736,58,2017,Dance/Electronic,1.0
13742,62,2017,Dance/Electronic,1.0
13743,57,2017,Dance/Electronic,1.0
13745,4,2017,Dance/Electronic,1.0
13755,77,2017,Dance/Electronic,1.0
13756,51,2017,Dance/Electronic,1.0
13757,0,2016,Dance/Electronic,1.0
13759,67,2017,Dance/Electronic,1.0
13767,57,2017,Dance/Electronic,1.0
13770,77,2017,Dance/Electronic,1.0
13771,0,2017,Dance/Electronic,1.0
13774,79,2017,Dance/Electronic,1.0
13779,47,2019,Dance/Electronic,1.0
